danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,genres_encoded
0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,audio_features,spotify:track:6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/tracks/6K8VQ84MqhsoakN5MjrnVR,https://api.spotify.com/v1/audio-analysis/6K8VQ84MqhsoakN5MjrnVR,277506,4,Supercut,Lorde,Melodrama,6K8VQ84MqhsoakN5MjrnVR,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']","[""[Verse 1]\nIn my head\nI play a supercut of us\nAll the magic we gave off\nAll the love we had and lost\nAnd in my head\nThe visions never stop\nThese ribbons wrap me up\nBut when I reach for you\nThere's just a supercut\n\n[Pre-Chorus]\nIn your car, the radio up\nIn your car, the radio up\nWe keep trying to talk about us\nI'm someone you maybe might love\nI'll be your quiet afternoon crush\nBe your violent overnight rush\nMake you crazy over my touch\n\n[Chorus]\nBut it's just a supercut of us\nSupercut of us\nOh, it's just a supercut of us\nSupercut of us\n\n[Verse 2]\nSo I fall\nInto continents and cars\nAll the stages and the stars\nI turn all of it\nTo just a supercut\n\n[Refrain]\n'Cause in my head (In my head, I do everything right)\nWhen you call (When you call, I'll forgive and not fight)\nBecause ours are the moments I play in the dark\nWe were wild and fluorescent, come home to my heart, uh\n\n[Pre-Chorus]\nIn your car, the radio up\nIn your car, the radio up\nWe keep trying to talk about us\nSlow motion, I'm watching our love\nI'll be your quiet afternoon crush\nBe your violent overnight rush\nMake you crazy over my touch\n\n[Chorus]\nBut it's just a supercut of us\nSupercut of us\nOh, it's just a supercut of us\nSupercut of us\nBut it's just a supercut of us\nSupercut of us\nOh, it's just a supercut of us\nSupercut of us\n\n[Refrain]\n'Cause in my head, in my head, I do everything right\nWhen you call, I'll forgive and not fight\nAll the moments I play in the dark\nWild, fluorescent, come home to my heart, uh\n'Cause in my head (In my head, I do everything right)\nWhen you call (When you call, I'll forgive and not fight)\nBecause ours are the moments I play in the dark\nWe were wild and fluorescent, come home to my heart, uh\n'Cause in my head (In my head, I do everything right)\nWhen you call (When you call, I'll forgive and not fight)\nBecause ours are the moments I play in the dark\nWe were wild and fluorescent, come home to my heart, uh\n\n[Outro]\nIn my head, I do everything right\nIn my head, I do everything right""]",74.0,2017-06-16,head play supercut us magic gave love lost head visions never stop ribbons wrap reach there's supercut car radio car radio keep trying talk us i'm someone maybe might love i'll quiet afternoon crush violent overnight rush make crazy touch supercut us supercut us oh supercut us supercut us fall continents cars stages stars turn supercut [refrain] 'cause head head everything right call call i'll forgive fight moments play dark wild fluorescent come home heart uh car radio car radio keep trying talk us slow motion i'm watching love i'll quiet afternoon crush violent overnight rush make crazy touch supercut us supercut us oh supercut us supercut us supercut us supercut us oh supercut us supercut us [refrain] 'cause head head everything right call i'll forgive fight moments play dark wild fluorescent come home heart uh 'cause head head everything right call call i'll forgive fight moments play dark wild fluorescent come home heart uh 'cause head head everything right call call i'll forgive fight moments play dark wild fluorescent come home heart uh head everything right head everything right,"[4449, 1326, 1090, 1227, 5212, 5518]"
0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,audio_features,spotify:track:1ixphys4A3NEXp6MDScfih,https://api.spotify.com/v1/tracks/1ixphys4A3NEXp6MDScfih,https://api.spotify.com/v1/audio-analysis/1ixphys4A3NEXp6MDScfih,202915,4,Be the One,Dua Lipa,Be the One,1ixphys4A3NEXp6MDScfih,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'uk pop']","[""[Verse 1]\nI see the moon, I see the moon, I see the moon\nOh, when you're looking at the sun\nI'm not a fool, I'm not a fool, not a fool\nNo, you're not fooling anyone\n\n[Pre-Chorus]\nOh, but when you're gone\nWhen you're gone, when you're gone\nOh baby, all the lights go out\nThinking, oh that, baby, I was wrong\nI was wrong, I was wrong\nCome back to me, baby, we can work this out\n\n[Chorus]\nOh baby, come on, let me get to know you\nJust another chance so that I can show\nThat I won't let you down and run\nNo, I won't let you down and run\n'Cause I could be the one\nI could be the one\nI could be the one\nI could be the one\n\n[Verse 2]\nI see in blue, I see in blue, I see in blue\nOh, when you see everything in red\nThere is nothing that I wouldn't do for you\nDo for you, do for you\nOh, 'cause you got inside my head\n\n[Pre-Chorus]\nOh, but when you're gone\nWhen you're gone, when you're gone\nOh baby, all the lights go out\nThinking, oh that, baby, I was wrong\nI was wrong, I was wrong\nCome back to me, baby, we can work this out\n\n[Chorus]\nOh baby, come on, let me get to know you\nJust another chance so that I can show\nThat I won't let you down and run\nNo, I won't let you down and run\n'Cause I could be the one\nI could be the one\nI could be the one\n\n[Bridge]\nBe the one, be the one, be the one\nBe the one, be the one, be the one\nI could be the one\nBe the one, be the one, be the one\nBe the one, be the one, be the one\nI could be the one\nBe the one, be the one, be the one\nBe the one, be the one, be the one\nI could be the one\nBe the one, be the one, be the one\nBe the one, be the one, be the one\nWill you be mine?\n\n[Chorus]\nOh baby, come on, let me get to know you\nJust another chance so that I can show\nThat I won't let you down and run\nNo, I won't let you down and run\n'Cause I could be the one\nI could be the one\nI could be the one""]",75.0,2015-10-30,see moon see moon see moon oh looking sun i'm fool i'm fool fool fooling anyone oh gone gone gone oh baby lights go thinking oh baby wrong wrong wrong come back baby work oh baby come let get know another chance show let run let run 'cause could one could one could one could one see blue see blue see blue oh see everything red nothing oh 'cause got inside head oh gone gone gone oh baby lights go thinking oh baby wrong wrong wrong come back baby work oh baby come let get know another chance show let run let run 'cause could one could one could one one one one one one one could one one one one one one one could one one one one one one one could one one one one one one one mine? oh baby come let get know another chance show let run let run 'cause could one could one could one,"[1326, 5518, 329]"
0.604,0.58,7,-7.169,1,0.31,0.464,0.0,0.16,0.419,95.087,audio_features,spotify:track:3pacqxmoVX4Im2y6IrrdeU,https://api.spotify.com/v1/tracks/3pacqxmoVX4Im2y6IrrdeU,https://api.spotify.com/v1/audio-analysis/3pacqxmoVX4Im2y6IrrdeU,157000,4,i pick loneliness,Munn,only human.,3pacqxmoVX4Im2y6IrrdeU,spotify:artist:3cKS6z9VNfN9u5ZyNiph4l,['alt z'],"[""[Verse 1: Munn]\nSo you're right again\nYou're always right, but when\nI call your bluff, you give it up\nAnd\u2005we'll\u2005do this all\u2005again\nNo, I can't hold it in\nYou\u2005get under my skin\nDrives me mad how you take words back\nThen we just play pretend\n\n[Pre-Chorus: Munn]\nBut I won't forget (I won't forget)\nThe things you did\n'Cause the lies you told aren't enough to hold me\nOne more day in your brokenness\nI won't forget (I won't forget)\nBut I wish I did (But I wish I did)\n'Cause all this pain from scars you gave\nIs enough for me to pick loneliness\nI won't forget\n\n[Chorus: Munn &amp; Delanie Leclerc, Both]\nI'd do anything for ya\nYou couldn't even love me before, but\nWhat if I facеd the wrong I did?\nI'd still pick loneliness\nThеre's no coming back from this\nOh, please, you're being dramatic\nThere's too much I can't forget\nSo I pick loneliness\n\n[Verse 2: Delanie Leclerc]\nOkay, you're right, I'm the one to blame\nBut give me time, you'll see that I can change\nYou could quit and throw this all away\nBut then it's you who breaks the promises we made\n\n[Pre-Chorus: Munn]\nBut I won't forget (I won't forget)\nThe things you did\n'Cause the lies you told aren't enough to hold me\nOne more day in your brokenness\nI won't forget (I won't forget)\nBut I wish I did (But I wish I did)\n'Cause all this pain from scars you gave\nIs enough for me to pick loneliness\nI won't forget\n\n[Chorus: Munn &amp; Delanie Leclerc, Both]\nI'd do anything for ya\nYou couldn't even love me before, but\nWhat if I faced the wrong I did?\nI'd still pick loneliness\nThere's no coming back from this\nOh, please, you're being dramatic\nThere's too much I can't forget\nSo I pick loneliness\n\n[Bridge: Munn &amp; Delanie Leclerc]\nNice knowing that you really don't care\nI say I do, but that's what you wanna hear\nHear me out, why should I? You never cared to\nWhat if I said there's nothing that I won't do?\n\n[Chorus: Munn &amp; Delanie Leclerc, Both]\nI'd do anything for ya\nYou couldn't even love me before, but\nWhat if I faced the wrong I did?\nI'd still pick loneliness\nThere's no coming back from this\nOh, please, you're being dramatic\nThere's too much I can't forget\nSo I pick loneliness""]",42.0,2021-10-14,right always right call bluff give we'll can't hold get skin drives mad take words back play pretend forget forget things 'cause lies told enough hold one day brokenness forget forget wish wish 'cause pain scars gave enough pick loneliness forget i'd anything ya even love facеd wrong did? i'd still pick loneliness thеre's coming back oh please dramatic there's much can't forget pick loneliness okay right i'm one blame give time see change could quit throw away breaks promises made forget forget things 'cause lies told enough hold one day brokenness forget forget wish wish 'cause pain scars gave enough pick loneliness forget i'd anything ya even love faced wrong did? i'd still pick loneliness there's coming back oh please dramatic there's much can't forget pick loneliness nice knowing really care say that's wanna hear hear i? never cared said there's nothing do? i'd anything ya even love faced wrong did? i'd still pick loneliness there's coming back oh please dramatic there's much can't forget pick loneliness,[174]
0.769,0.511,11,-8.357,1,0.0402,0.00693,0.0885,0.223,0.0399,104.003,audio_features,spotify:track:28izyGMuPysSxWhKbqxRRc,https://api.spotify.com/v1/tracks/28izyGMuPysSxWhKbqxRRc,https://api.spotify.com/v1/audio-analysis/28izyGMuPysSxWhKbqxRRc,276983,4,Bad Ones (feat. Tegan and Sara),Matthew Dear,Bad Ones (feat. Tegan and Sara),28izyGMuPysSxWhKbqxRRc,spotify:artist:2GLf7iaOOujAem5R87xwto,"['alternative dance', 'electronica', 'experimental pop', 'microhouse', 'minimal techno']","[""[Verse 1: Tegan and Sara]\nI haven't stolen things in years\nHate flowers but I'm gonna leave you souvenirs\nFreaking out and paralyzed\nYour body tells me\n\n[Verse 2: Tegan and Sara]\nI haven't told you lies this year\nWouldn't send you flowers if my love was insincere\nFreaking out and paralyzed\nYour body makes me\n\n[Chorus: Tegan and Sara]\nIf I was one of the good ones\nI don't think you'd like me\nI'm one of the bad ones\nAnd that's why you feel lucky\n\n[Chorus: Tegan and Sara]\nIf I was one of the good ones\nI don't think you'd like me\nI'm one of the bad ones\nAnd that's why you feel lucky\n\n[Verse 3: Matthew Dear]\nI've played a role in all your tears\nHate flowers but they seem to work on you my dear\nFreaking out and paralyzed\nYour body tempts me\n\n[Verse 4: Matthew Dear]\nI haven't told you lies this year\nWouldn't send you flowers if my love was insincere\nFreaking out and paralyzed\nYour body takes me\n\n[Chorus: Matthew Dear &amp; Tegan and Sara]\nIf I was one of the good ones\nI don't think you'd like me\nI'm one of the bad ones\nAnd that's why you feel lucky\n\n[Chorus: Matthew Dear &amp; Tegan and Sara]\nIf I was one of the good ones\nI don't think you'd like me\nI'm one of the bad ones\nAnd that's why you feel lucky\n\n[Chorus: Matthew Dear &amp; Tegan and Sara]\nIf I was one of the good ones\nI don't think you'd like me\nI'm one of the bad ones\nAnd that's why you feel lucky\n\n[Chorus: Matthew Dear &amp; Tegan and Sara]\nIf I was one of the good ones\nI don't think you'd like me\nI'm one of the bad ones\nAnd that's why you feel lucky""]",0.0,2017-08-29,stolen things years hate flowers i'm gonna leave souvenirs freaking paralyzed body tells told lies year send flowers love insincere freaking paralyzed body makes one good ones think like i'm one bad ones that's feel lucky one good ones think like i'm one bad ones that's feel lucky i've played role tears hate flowers seem work dear freaking paralyzed body tempts told lies year send flowers love insincere freaking paralyzed body takes one good ones think like i'm one bad ones that's feel lucky one good ones think like i'm one bad ones that's feel lucky one good ones think like i'm one bad ones that's feel lucky one good ones think like i'm one bad ones that's feel lucky,"[4143, 5541, 4291, 579, 5824]"
0.629,0.498,5,-7.47,0,0.0373,0.405,0.0,0.113,0.492,127.921,audio_features,spotify:track:7586fVxjKm5IoVTTgDEwcD,https://api.spotify.com/v1/tracks/7586fVxjKm5IoVTTgDEwcD,https://api.spotify.com/v1/audio-analysis/7586fVxjKm5IoVTTgDEwcD,198750,4,echo,Alexander Stewart,echo,7586fVxjKm5IoVTTgDEwcD,spotify:artist:0znpFLuaey34oJTE1jHSnT,"['alt z', 'australian pop', 'social media pop']","[""[Verse 1]\nYou don't take responsibility\nFor holding on to my heart, the way you do\nAnd you know I wear mine out on my sleeve\nBut what else can you expect me to do\n\n[Pre-Chorus]\nIf you don't end it\nWhen it's over\nCould you leave me?\nLeave me lonely\nCause when you break me\nYou break me slowly\nYou're not here but you're still holding me\n\n[Chorus]\nIf you don't stop calling then I can't let go\nWhen you're drunk and saying that you need me close\nPlease don't keep me hauntеd by your ghost\nWhen you leave mе, all I hear is your echo\n\nOh, oh\nYour echo\nOh, oh\nYour echo\n\n[Verse 2]\nHold on to the possibility\nThat you and me could turn into us\nCause every time we break, it's never clean\nAnd that's the death by 1000 cuts\n\n[Pre-Chorus]\nIf you don't end it\nWhen it's over\nCould you leave me?\nLeave me lonely\nCause when you break me\nYou break me slowly\nYou're not here but you're still holding me\n\n[Chorus]\nIf you don't stop calling then I can't let go\nWhen you're drunk and saying that you need me close\nPlease don't keep me haunted by your ghost\nWhen you leave me, all I hear is your echo\n\nOh, oh\nYour echo\nOh, oh\nYour echo\n\n[Bridge]\nIn my head\nIn my heart\nIn my body\nIn my mind\nIt echoes\n\nIn my bed\nI'm a wreck\nYet I'm tryin' forget\nThe echo\n\n[Pre-Chorus]\nIf you don't stop calling then I can't let go\nWhen you're drunk and saying that you need me close\nPlease don't keep me haunted by your ghost\nWhen you leave me, all I hear is\n\n[Chorus]\nIf you don't stop calling then I can't let go\nWhen you're drunk and saying that you need me close\nPlease don't keep me haunted by your ghost\nWhen you leave me, all I hear is your echo\n\nOh, oh\nYour echo\nOh, oh\nYour echo\n\n[Outro]\nOh, oh\nYour echo""]",73.0,2022-01-21,take responsibility holding heart way know wear mine sleeve else expect end could leave me? leave lonely cause break break slowly still holding stop calling can't let go drunk saying need close please keep hauntеd ghost leave mе hear echo oh oh echo oh oh echo hold possibility could turn us cause every time break never clean that's death 1000 cuts end could leave me? leave lonely cause break break slowly still holding stop calling can't let go drunk saying need close please keep haunted ghost leave hear echo oh oh echo oh oh echo head heart body mind echoes bed i'm wreck yet i'm tryin' forget echo stop calling can't let go drunk saying need close please keep haunted ghost leave hear stop calling can't let go drunk saying need close please keep haunted ghost leave hear echo oh oh echo oh oh echo oh oh echo,"[174, 1710, 5504]"
0.721,0.666,1,-4.699,0,0.0408,0.0687,0.0,0.045,0.739,132.465,audio_features,spotify:track:0oN3KzKOxYtyIuNiobf8Q4,https://api.spotify.com/v1/tracks/0oN3KzKOxYtyIuNiobf8Q4,https://api.spotify.com/v1/audio-analysis/0oN3KzKOxYtyIuNiobf8Q4,174540,4,Fast Times,Sabrina Carpenter,Fast Times,0oN3KzKOxYtyIuNiobf8Q4,spotify:artist:74KM79TiuVKeVCqs8QtB0B,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']","['[Verse 1]\nSun\'s up too soon like daylight savings\nMixed emotions are congregating\nPicturing us in all these places\nAhead of myself\'s an understatement\nSky looks so purple, I can taste it\nCouple days in, I call you ""baby""\nThree stories up here contemplating\nBut what the fuck is patience?\n\n[Chorus]\nThese are fast times and fast nights, yeah\nNo time for rewrites, we couldn\'t help it\nOutlines on bed sides, yeah\nGive me a second to forget I evеr really meant it\nFast times and fast nights, yеah\nClosed eyes and closed blinds, we couldn\'t help it\nOutlines on bed sides, yeah\nGive me a second to forget I ever really meant it\n\n[Verse 2]\nMy feelings used to be serrated\nBut you speak in such a perfect cadence\nTiptoeing past so many stages\nBut what the fuck is patience?\n\n[Chorus]\nThese are fast times and fast nights, yeah\nNo time for rewrites, we couldn\'t help it\nOutlines on bed sides, yeah\nGive me a second to forget I ever really meant it\nFast times and fast nights, yeah\nClosed eyes and closed blinds, we couldn\'t help it\nOutlines on bed sides, yeah\nGive me a second to forget I ever really meant it\n\n[Bridge]\nThese, these are\nThese are the fast times\nThese, these are\nThese are the—\n\n[Chorus]\nFast times and fast nights, yeah (Yeah)\nNo time for rewrites, we couldn\'t help it\nOutlines on bed sides, yeah (Yeah)\nGive me a second to forget I ever really meant it\nFast times and fast nights, yeah\nClosed eyes and closed blinds, we couldn\'t help it\nOutlines on bed sides, yeah\nGive me a second to forget I ever really meant it']",74.0,2022-02-18,"sun's soon like daylight savings mixed emotions congregating picturing us places ahead myself's understatement sky looks purple taste couple days call ""baby"" three stories contemplating fuck patience? fast times fast nights yeah time rewrites help outlines bed sides yeah give second forget evеr really meant fast times fast nights yеah closed eyes closed blinds help outlines bed sides yeah give second forget ever really meant feelings used serrated speak perfect cadence tiptoeing past many stages fuck patience? fast times fast nights yeah time rewrites help outlines bed sides yeah give second forget ever really meant fast times fast nights yeah closed eyes closed blinds help outlines bed sides yeah give second forget ever really meant fast times the— fast times fast nights yeah yeah time rewrites help outlines bed sides yeah yeah give second forget ever really meant fast times fast nights yeah closed eyes closed blinds help outlines bed sides yeah give second forget ever really meant","[174, 1326, 1090, 5518, 1824]"
0.761,0.725,9,-3.696,1,0.0496,0.0516,0.0,0.105,0.713,99.956,audio_features,spotify:track:4sE5BzWDrAVNZzuslCi6K5,https://api.spotify.com/v1/tracks/4sE5BzWDrAVNZzuslCi6K5,https://api.spotify.com/v1/audio-analysis/4sE5BzWDrAVNZzuslCi6K5,216086,4,Closure (feat. Calica),Aaron Taos,Closure feat. Calica,4sE5BzWDrAVNZzuslCi6K5,spotify:artist:3AcBSoCVhxILXJnfLcJb66,['brooklyn indie'],"[""[Verse 1]\nIt's been sometime, but not long enough\n'Cause when I saw you there, all the scars\u2005you\u2005left opened up\nI\u2005guess I've been fine, but not\u2005fine enough\nAnd I got questions that can't be answered on an empty cup\n\n[Pre-Chorus]\nLet's skip the pleasantries, no, that ain't what I need\nI never made a scene and it's long overdue\nLet's take it to before, the place that we ignore\nWe never closed the door, I was waitin' on you\n\n[Chorus]\nYeah\nI might be a little wasted, my eyes are dilated\nBut I need to hear you say it (I need to hear you say it)\nI might regret it sober, but fuck that 'cause I don't owe ya\nI need a little closure (I need a little closure)\n\n[Post-Chorus]\nI need a little closure\n\n[Verse 2]\nWhen you were mine, you weren't mine enough\nAnd I might be ranting, but it's a damn shame you gave me up\nWe had good times, but not good enough\nYou act like a stranger and I don't blame you until I'm drunk\n\n[Pre-Chorus]\nLet's skip the pleasantries, no, that ain't what I need\nI never made a scene and it's long overdue\nLet's take it to before, the place that we ignore\nWe never closed the door, I was waitin' on you\n\n[Chorus]\nYeah\nI might be a little wasted, my eyes are dilated\nBut I need to hear you say it (I need to hear you say it)\nI might regret it sober, but fuck that 'cause I don't owe ya\nI need a little closure (I need a little closure)\n\n[Post-Chorus]\nI need a little closure\nI need a little closure\n\n[Bridge]\nJust say that it's done\nIt's over, you won\nI need to move on (I need to move on)\nJust say what you don't\nI will if you won't\nIt's time to let go\n\n[Chorus]\nYeah\nI might be a little wasted, my eyes are dilated\nBut I need to hear you say it (I need to hear you say it)\nI might regret it sober, but fuck that 'cause I don't owe ya\nI need a little closure (I need a little closure)\n\n[Post-Chorus]\nI need a little closure\nI need a little closure""]",39.0,2021-11-03,sometime long enough 'cause saw scars left opened guess i've fine fine enough got questions can't answered empty cup let's skip pleasantries ain't need never made scene long overdue let's take place ignore never closed door waitin' yeah might little wasted eyes dilated need hear say need hear say might regret sober fuck 'cause owe ya need little closure need little closure need little closure mine mine enough might ranting damn shame gave good times good enough act like stranger blame i'm drunk let's skip pleasantries ain't need never made scene long overdue let's take place ignore never closed door waitin' yeah might little wasted eyes dilated need hear say need hear say might regret sober fuck 'cause owe ya need little closure need little closure need little closure need little closure say done need move need move say time let go yeah might little wasted eyes dilated need hear say need hear say might regret sober fuck 'cause owe ya need little closure need little closure need little closure need little closure,[3171]
0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,audio_features,spotify:track:51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/tracks/51NFxnQvaosfDDutk0tams,https://api.spotify.com/v1/audio-analysis/51NFxnQvaosfDDutk0tams,179172,4,bellyache,Billie Eilish,Bellyache,51NFxnQvaosfDDutk0tams,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']","[""[Intro]\nMind\nMind\n\n[Verse 1]\nSittin' all alone\nMouth full of gum\nIn the driveway\nMy friends aren't far\nIn the back of my car\nLay their bodies\n\n[Pre-Chorus]\nWhere's my mind?\nWhere's my mind?\n\n[Verse 2]\nThey'll be here pretty soon\nLookin' through my room\nFor the money\nI'm bitin' my nails\nI'm too young to go to jail\nIt's kinda funny\n\n[Pre-Chorus]\nWhere's my mind?\nWhere's my mind?\nWhere's my mind?\nWhere's my mind?\n\n[Chorus]\nMaybe it's in the gutter\nWhere I left my lover\nWhat an expensive fake\nMy V is for Vendetta\nThought that I'd feel better\nBut now I got a bellyache\n(Mind)\n\n[Verse 3]\nEverything I do\nThe way I wear my noose\nLike a necklace\nI wanna make 'em scared\nLike I could be anywhere\nLike I'm reckless\n\n[Pre-Chorus]\nI lost my mind\nI don't mind\nWhere's my mind?\nWhere's my mind?\n\n[Chorus]\nMaybe it's in the gutter\nWhere I left my lover\nWhat an expensive fake\nMy V is for Vendetta\nThought that I'd feel better\nBut now I got a bellyache\n(Bellyache, bellyache, bellyache, bellyache\nBellyache, bellyache)\nMaybe it's in the gutter\nWhere I left my lover\nWhat an expensive fake\nMy V is for Vendetta\nThought that I'd feel better\nBut now I got a bellyache""]",80.0,2017-02-24,mind mind sittin' alone mouth full gum driveway friends far back car lay bodies where's mind? where's mind? they'll pretty soon lookin' room money i'm bitin' nails i'm young go jail kinda funny where's mind? where's mind? where's mind? where's mind? maybe gutter left lover expensive fake v vendetta thought i'd feel better got bellyache mind everything way wear noose like necklace wanna make 'em scared like could anywhere like i'm reckless lost mind mind where's mind? where's mind? maybe gutter left lover expensive fake v vendetta thought i'd feel better got bellyache bellyache bellyache bellyache bellyache bellyache bellyache maybe gutter left lover expensive fake v vendetta thought i'd feel better got bellyache,"[4449, 1090, 5518]"
0.737,0.756,8,-5.415,1,0.0412,0.175,7.95e-06,0.0892,0.649,97.976,audio_features,spotify:track:3DweCW4XdD9BWzSjMkj0as,https://api.spotify.com/v1/tracks/3DweCW4XdD9BWzSjMkj0as,https://api.spotify.com/v1/audio-analysis/3DweCW4XdD9BWzSjMkj0as,178726,4,Mid Years,George Alice,Mid Years,3DweCW4XdD9BWzSjMkj0as,spotify:artist:2qmz9qPEFq5phZ8bscA2oL,['australian pop'],"[""[Verse 1]\nGonna raise a glass to all my broken hopes and dreams\nGonna make a toast to myself, doubting self esteem\nTalking to my mirror but she don't know\nGet myself together I'm a no-show\nI'll be home for dinner if I don't lose track of time\nMy mother raised a sinner but I don't think she minds\nRead it in the tea leaves, I knew better\nTold our game to strangers, see ya later\n\n[Pre-Chorus]\nTraded all the chips I doubt\nThen walk home chucks hit the ground\n\n[Chorus]\nIt's keeping me guessing\nNow I'm stressing\nAnd I'm losing all control\nOpposites attract and all that crap\nOh I'm barеly holding on\nCreeping up I'm paralysed\nDon't know where to fall\nIt's keeping mе guessing\nKeeping me guessing\n\n[Verse 2]\nParked outside my house staring at my steering wheel\nThe answers that I circle gonna be the big reveal\nHyperventilating in the bathroom\nJust give a minute I'll be out soon\n\n[Pre-Chorus]\nTried to call the lines I doubt\nThen walk home chucks hit the ground\n\n[Chorus]\nIt's keeping me guessing\nNow I'm stressing\nAnd I'm losing all control\nOpposites attract and all that crap\nOh I'm barely holding on\nCreeping up I'm paralysed\nDon't know where to fall\nIt's keeping me guessing\nKeeping me guessing\n\n[Bridge]\nBittersweet but it's the end\nTried my best but can't pretend\nCrossed the line just to begin\nNever do that shit again\n\n[Chorus]\nIt's keeping me guessing\nNow I'm stressing\nAnd I'm losing all control\nOpposites attract and all that crap\nOh I'm barely holding on\nCreeping up I'm paralysed\nDon't know where to fall\nIt's keeping me guessing\nKeeping me guessing""]",46.0,2021-10-12,gonna raise glass broken hopes dreams gonna make toast doubting self esteem talking mirror know get together i'm no-show i'll home dinner lose track time mother raised sinner think minds read tea leaves knew better told game strangers see ya later traded chips doubt walk home chucks hit ground keeping guessing i'm stressing i'm losing control opposites attract crap oh i'm barеly holding creeping i'm paralysed know fall keeping mе guessing keeping guessing parked outside house staring steering wheel answers circle gonna big reveal hyperventilating bathroom give minute i'll soon tried call lines doubt walk home chucks hit ground keeping guessing i'm stressing i'm losing control opposites attract crap oh i'm barely holding creeping i'm paralysed know fall keeping guessing keeping guessing bittersweet end tried best can't pretend crossed line begin never shit keeping guessing i'm stressing i'm losing control opposites attract crap oh i'm barely holding creeping i'm paralysed know fall keeping guessing keeping guessing,[1710]
0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,audio_features,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/tracks/7lPN2DXiMsVn7XUKtOW1CS,https://api.spotify.com/v1/audio-analysis/7lPN2DXiMsVn7XUKtOW1CS,242014,4,drivers license,Olivia Rodrigo,drivers license,7lPN2DXiMsVn7XUKtOW1CS,spotify:artist:1McMsnEElThX1knmY4oliG,['pop'],"[""[Verse 1]\nI got my driver's license last week\nJust like we always talked about\n'Cause you were so\u2005excited\u2005for me\nTo finally\u2005drive up to your house\nBut today,\u2005I drove through the suburbs\nCrying 'cause you weren't around\n\n[Verse 2]\nAnd you're\u205fprobably\u205fwith\u205fthat blonde girl\nWho\u205falways made me\u205fdoubt\nShe's so much older than me\nShe's everything I'm insecure about\nYeah, today, I drove through the suburbs\n'Cause how could I ever love someone else?\n\n[Chorus]\nAnd I know we weren't perfect\nBut I've never felt this way for no one\nAnd I just can't imagine\nHow you could be so okay now that I'm gone\nGuess you didn't mean what you wrote in that song about me\n'Cause you said forever, now I drive alone past your street\n\n[Verse 3]\nAnd all my friends are tired\nOf hearing how much I miss you, but\nI kinda feel sorry for them\n'Cause they'll never know you the way that I do\nYeah, today, I drove through the suburbs\nAnd pictured I was driving home to you\n\n[Chorus]\nAnd I know we weren't perfect\nBut I've never felt this way for no one, oh\nAnd I just can't imagine\nHow you could be so okay now that I'm gone\nI guess you didn't mean what you wrote in that song about me\n'Cause you said forever, now I drive alone past your street\n\n[Bridge]\nRed lights, stop signs\nI still see your face in the white cars, front yards\nCan't drive past the places we used to go to\n'Cause I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)\nSidewalks we crossed\nI still hear your voice in the traffic, we're laughing\nOver all the noise\nGod, I'm so blue, know we're through\nBut I still fuckin' love you, babe (Ooh, ooh-ooh, ooh, ooh-ooh)\n\n[Chorus]\nI know we weren't perfect\nBut I've never felt this way for no one\nAnd I just can't imagine\nHow you could be so okay now that I'm gone\nGuess you didn't mean what you wrote in that song about me\n'Cause you said forever, now I drive alone past your street\n\n[Outro]\nYeah, you said forever, now I drive alone past your street""]",35.0,2021-01-08,got driver's license last week like always talked 'cause excited finally drive house today drove suburbs crying 'cause around probably blonde girl always made doubt much older everything i'm insecure yeah today drove suburbs 'cause could ever love someone else? know perfect i've never felt way one can't imagine could okay i'm gone guess mean wrote song 'cause said forever drive alone past street friends tired hearing much miss kinda feel sorry 'cause they'll never know way yeah today drove suburbs pictured driving home know perfect i've never felt way one oh can't imagine could okay i'm gone guess mean wrote song 'cause said forever drive alone past street red lights stop signs still see face white cars front yards can't drive past places used go 'cause still fuckin' love babe ooh ooh-ooh ooh ooh-ooh sidewalks crossed still hear voice traffic we're laughing noise god i'm blue know we're still fuckin' love babe ooh ooh-ooh ooh ooh-ooh know perfect i've never felt way one can't imagine could okay i'm gone guess mean wrote song 'cause said forever drive alone past street yeah said forever drive alone past street,[5518]
